ZIP,LAT,LNG,City,State ,County
601,18.180555,-66.749961,Adjuntas,PR,Adjuntas
602,18.361945,-67.175597,Aguada,PR,Aguada
603,18.455183,-67.119887,Aguadilla,PR,Aguadilla
606,18.158345,-66.932911,Maricao,PR,Maricao
610,18.295366,-67.125135,Anasco,PR,Anasco
612,18.402253,-66.711397,Arecibo,PR,Arecibo
616,18.420412,-66.671979,Bajadero,PR,Arecibo
617,18.445147,-66.559696,Barceloneta,PR,Barceloneta
622,17.991245,-67.153993,Boqueron,PR,Cabo Rojo
623,18.083361,-67.153897,Cabo Rojo,PR,Cabo Rojo
624,18.064919,-66.716683,Penuelas,PR,Penuelas
627,18.4126,-66.863926,Camuy,PR,Camuy
631,18.190607,-66.832041,Castaner,PR,Lares
637,18.076713,-66.947389,Sabana Grande,PR,Sabana Grande
638,18.295913,-66.515588,Ciales,PR,Ciales
641,18.263085,-66.712985,Utuado,PR,Utuado
646,18.43315,-66.285875,Dorado,PR,Dorado
647,17.963613,-66.947127,Ensenada,PR,Guanica
650,18.349416,-66.578079,Florida,PR,Florida
652,18.448452,-66.594127,Garrochales,PR,Arecibo
653,17.985033,-66.886536,Guanica,PR,Guanica
656,18.053539,-66.792931,Guayanilla,PR,Guayanilla
659,18.407226,-66.808999,Hatillo,PR,Hatillo
660,18.134695,-67.116199,Hormigueros,PR,Hormigueros
662,18.46832,-67.015781,Isabela,PR,Isabela
664,18.21033,-66.591616,Jayuya,PR,Jayuya
667,18.003422,-67.03581,Lajas,PR,Lajas
669,18.277102,-66.869645,Lares,PR,Lares
670,18.240187,-66.988776,Las Marias,PR,Las Marias
674,18.422908,-66.489337,Manati,PR,Manati
676,18.377637,-67.079574,Moca,PR,Moca
677,18.332568,-67.227022,Rincon,PR,Rincon
678,18.434099,-66.927384,Quebradillas,PR,Quebradillas
680,18.182055,-67.132502,Mayaguez,PR,Mayaguez
682,18.221464,-67.156039,Mayaguez,PR,Mayaguez
683,18.1078,-67.037263,San German,PR,San German
685,18.332929,-66.959689,San Sebastian,PR,San Sebastian
687,18.319026,-66.420557,Morovis,PR,Morovis
688,18.382264,-66.626438,Sabana Hoyos,PR,Arecibo
690,18.49551,-67.098671,San Antonio,PR,Aguadilla
692,18.410188,-66.336556,Vega Alta,PR,Vega Alta
693,18.423,-66.397232,Vega Baja,PR,Vega Baja
694,18.48237,-66.391079,Vega Baja,PR,Vega Baja
698,18.064848,-66.856319,Yauco,PR,Yauco
703,18.248401,-66.130662,Aguas Buenas,PR,Aguas Buenas
704,17.96577,-66.219555,Aguirre,PR,Guayama
705,18.128961,-66.266683,Aibonito,PR,Aibonito
707,18.014055,-65.920751,Maunabo,PR,Maunabo
714,18.003025,-66.046237,Arroyo,PR,Arroyo
715,18.011233,-66.560065,Mercedita,PR,Ponce
716,17.99204,-66.605856,Ponce,PR,Ponce
717,18.003222,-66.614037,Ponce,PR,Ponce
718,18.231988,-65.759623,Naguabo,PR,Naguabo
719,18.289927,-66.25344,Naranjito,PR,Naranjito
720,18.217946,-66.428076,Orocovis,PR,Orocovis
723,18.043498,-66.015479,Patillas,PR,Patillas
725,18.218819,-66.042375,Caguas,PR,Caguas
727,18.215308,-66.073565,Caguas,PR,Caguas
728,17.989853,-66.664116,Ponce,PR,Ponce
729,18.323585,-65.883206,Canovanas,PR,Canovanas
730,18.030831,-66.616838,Ponce,PR,Ponce
731,18.109947,-66.635622,Ponce,PR,Ponce
735,18.252604,-65.682494,Ceiba,PR,Ceiba
736,18.103624,-66.151667,Cayey,PR,Cayey
738,18.304458,-65.698711,Fajardo,PR,Fajardo
739,18.177233,-66.160645,Cidra,PR,Cidra
740,18.331178,-65.634104,Puerto Real,PR,Fajardo
741,18.163855,-65.754042,Punta Santiago,PR,Humacao
745,18.352216,-65.817387,Rio Grande,PR,Rio Grande
751,18.001317,-66.252183,Salinas,PR,Salinas
754,18.147107,-65.976167,San Lorenzo,PR,San Lorenzo
757,17.995441,-66.391334,Santa Isabel,PR,Santa Isabel
765,18.130096,-65.439369,Vieques,PR,Vieques
766,18.133196,-66.476916,Villalba,PR,Villalba
767,18.069489,-65.896161,Yabucoa,PR,Yabucoa
769,18.1038,-66.357586,Coamo,PR,Coamo
771,18.187148,-65.871189,Las Piedras,PR,Las Piedras
772,18.438969,-65.905174,Loiza,PR,Loiza
773,18.342888,-65.723109,Luquillo,PR,Luquillo
775,18.326599,-65.30772,Culebra,PR,Culebra
777,18.224133,-65.908542,Juncos,PR,Juncos
778,18.264076,-65.97851,Gurabo,PR,Gurabo
780,18.102834,-66.568105,Coto Laurel,PR,Ponce
782,18.225708,-66.221633,Comerio,PR,Comerio
783,18.30391,-66.326179,Corozal,PR,Corozal
784,18.010714,-66.133615,Guayama,PR,Guayama
786,18.155424,-66.229907,La Plata,PR,Aibonito
791,18.136782,-65.821476,Humacao,PR,Humacao
794,18.198955,-66.309833,Barranquitas,PR,Barranquitas
795,18.060494,-66.500624,Juana Diaz,PR,Juana Diaz
801,18.350449,-64.973886,St Thomas,VI,Saint Thomas
802,18.340862,-64.923479,St Thomas,VI,Saint Thomas
820,17.743072,-64.68657,Christiansted,VI,Saint Croix
823,17.723541,-64.745932,Christiansted,VI,Saint Croix
824,17.744557,-64.682933,Christiansted,VI,Saint Croix
830,18.33856,-64.736533,St John,VI,Saint John
831,18.327294,-64.78672,St John,VI,Saint John
840,17.747872,-64.880695,Frederiksted,VI,Saint Croix
841,17.768133,-64.807852,Frederiksted,VI,Saint Croix
850,17.709936,-64.750099,Kingshill,VI,Saint Croix
851,17.732228,-64.77076,Kingshill,VI,Saint Croix
901,18.465369,-66.104613,San Juan,PR,San Juan
906,18.46446,-66.094995,San Juan,PR,San Juan
907,18.452553,-66.077838,San Juan,PR,San Juan
909,18.44161,-66.067132,San Juan,PR,San Juan
911,18.451159,-66.056199,San Juan,PR,San Juan
912,18.445328,-66.060135,San Juan,PR,San Juan
913,18.450002,-66.042656,San Juan,PR,San Juan
915,18.437179,-66.045571,San Juan,PR,San Juan
917,18.420674,-66.050105,San Juan,PR,San Juan
918,18.421022,-66.065789,San Juan,PR,San Juan
920,18.414292,-66.088042,San Juan,PR,San Juan
921,18.392282,-66.088555,San Juan,PR,San Juan
923,18.409307,-66.038888,San Juan,PR,San Juan
924,18.399192,-66.012453,San Juan,PR,San Juan
925,18.400296,-66.050602,San Juan,PR,San Juan
926,18.3454,-66.051545,San Juan,PR,San Juan
927,18.388011,-66.072089,San Juan,PR,San Juan
934,18.411313,-66.124234,Fort Buchanan,PR,Bayamon
936,18.395463,-66.073772,San Juan,PR,San Juan
949,18.430696,-66.212833,Toa Baja,PR,Toa Baja
950,18.459699,-66.233101,Toa Baja,PR,Toa Baja
951,18.42753,-66.253789,Toa Baja,PR,Toa Baja
952,18.427448,-66.182026,Sabana Seca,PR,Toa Baja
953,18.360729,-66.251527,Toa Alta,PR,Toa Alta
956,18.321137,-66.170419,Bayamon,PR,Bayamon
957,18.368414,-66.187693,Bayamon,PR,Bayamon
959,18.39182,-66.154564,Bayamon,PR,Bayamon
960,18.416919,-66.145795,Bayamon,PR,Bayamon
961,18.413286,-66.164617,Bayamon,PR,Bayamon
962,18.444614,-66.148839,Catano,PR,Catano
965,18.433757,-66.114752,Guaynabo,PR,Guaynabo
966,18.401521,-66.117597,Guaynabo,PR,Guaynabo
968,18.406085,-66.101232,Guaynabo,PR,San Juan
969,18.368062,-66.108062,Guaynabo,PR,Guaynabo
971,18.318884,-66.11919,Guaynabo,PR,Guaynabo
976,18.336176,-65.994099,Trujillo Alto,PR,Trujillo Alto
979,18.444394,-66.030036,Carolina,PR,San Juan
982,18.411261,-65.992045,Carolina,PR,San Juan
983,18.417816,-65.975819,Carolina,PR,Carolina
985,18.41077,-65.947928,Carolina,PR,Carolina
987,18.338161,-65.941083,Carolina,PR,Carolina
1001,42.062368,-72.625754,Agawam,MA,Hampden
1002,42.364061,-72.458739,Amherst,MA,Hampshire
1003,42.389941,-72.524108,Amherst,MA,Hampshire
1005,42.418848,-72.106598,Barre,MA,Worcester
1007,42.27901,-72.400468,Belchertown,MA,Hampshire
1008,42.190144,-72.95435,Blandford,MA,Hampden
1009,42.211969,-72.341433,Bondsville,MA,Hampden
1010,42.128176,-72.205352,Brimfield,MA,Hampden
1011,42.300281,-72.968716,Chester,MA,Hampden
1012,42.375425,-72.858192,Chesterfield,MA,Hampshire
1013,42.154904,-72.602804,Chicopee,MA,Hampden
1020,42.172602,-72.562073,Chicopee,MA,Hampden
1022,42.197741,-72.542713,Chicopee,MA,Hampden
1026,42.465495,-72.918267,Cummington,MA,Hampshire
1027,42.295008,-72.751877,Easthampton,MA,Hampshire
1028,42.062378,-72.498111,East Longmeadow,MA,Hampden
1029,42.193395,-73.044647,East Otis,MA,Berkshire
1030,42.072925,-72.686972,Feeding Hills,MA,Hampden
1031,42.329399,-72.198187,Gilbertville,MA,Worcester
1032,42.457613,-72.81478,Goshen,MA,Hampshire
1033,42.244949,-72.500143,Granby,MA,Hampshire
1034,42.098676,-72.961564,Granville,MA,Hampden
1035,42.356491,-72.568632,Hadley,MA,Hampshire
1036,42.062946,-72.417297,Hampden,MA,Hampden
1037,42.372728,-72.195412,Hardwick,MA,Worcester
1038,42.385496,-72.606929,Hatfield,MA,Hampshire
1039,42.404278,-72.688922,Haydenville,MA,Hampshire
1040,42.211656,-72.642448,Holyoke,MA,Hampden
1050,42.286762,-72.869695,Huntington,MA,Hampshire
1053,42.356301,-72.713584,Leeds,MA,Hampshire
1054,42.468898,-72.484579,Leverett,MA,Franklin
1056,42.183577,-72.457812,Ludlow,MA,Hampden
1057,42.093596,-72.321494,Monson,MA,Hampden
1060,42.321488,-72.630588,Northampton,MA,Hampshire
1062,42.328308,-72.703924,Florence,MA,Hampshire
1063,42.318882,-72.63853,Northampton,MA,Hampshire
1066,42.406903,-72.655018,North Hatfield,MA,Hampshire
1068,42.350862,-72.044248,Oakham,MA,Worcester
1069,42.187794,-72.308469,Palmer,MA,Hampden
1070,42.518446,-72.919017,Plainfield,MA,Hampshire
1071,42.16006,-72.873853,Russell,MA,Hampden
1072,42.456968,-72.417244,Shutesbury,MA,Franklin
1073,42.226949,-72.741588,Southampton,MA,Hampshire
1074,42.387603,-72.09323,South Barre,MA,Worcester
1075,42.256208,-72.58103,South Hadley,MA,Hampshire
1077,42.05257,-72.777353,Southwick,MA,Hampden
1079,42.197913,-72.329709,Thorndike,MA,Hampden
1080,42.185727,-72.361558,Three Rivers,MA,Hampden
1081,42.061313,-72.234411,Wales,MA,Hampden
1082,42.293533,-72.278599,Ware,MA,Hampshire
1083,42.203642,-72.194599,Warren,MA,Worcester
1084,42.39237,-72.882235,West Chesterfield,MA,Hampshire
1085,42.153503,-72.771602,Westfield,MA,Hampden
1086,42.130446,-72.793967,Westfield,MA,Hampden
1088,42.391709,-72.646494,West Hatfield,MA,Hampshire
1089,42.125451,-72.649734,West Springfield,MA,Hampden
1092,42.191868,-72.235108,West Warren,MA,Worcester
1093,42.441943,-72.661817,Whately,MA,Franklin
1094,42.359108,-72.1368,Wheelwright,MA,Worcester
1095,42.138499,-72.420715,Wilbraham,MA,Hampden
1096,42.39714,-72.763572,Williamsburg,MA,Hampshire
1097,42.178038,-72.832612,Woronoco,MA,Hampden
1098,42.394315,-72.943115,Worthington,MA,Hampshire
1103,42.104106,-72.592027,Springfield,MA,Hampden
1104,42.134009,-72.565378,Springfield,MA,Hampden
1105,42.099958,-72.580765,Springfield,MA,Hampden
1106,42.047565,-72.57113,Longmeadow,MA,Hampden
1107,42.12106,-72.607068,Springfield,MA,Hampden
1108,42.080692,-72.560791,Springfield,MA,Hampden
1109,42.119674,-72.549726,Springfield,MA,Hampden
1118,42.094194,-72.525081,Springfield,MA,Hampden
1119,42.124978,-72.51121,Springfield,MA,Hampden
1128,42.092296,-72.489135,Springfield,MA,Hampden
1129,42.11869,-72.4882,Springfield,MA,Hampden
1151,42.15186,-72.509131,Indian Orchard,MA,Hampden
1199,42.120563,-72.604468,Springfield,MA,Hampden
1201,42.448236,-73.273727,Pittsfield,MA,Berkshire
1220,42.623799,-73.116736,Adams,MA,Berkshire
1222,42.058703,-73.322175,Ashley Falls,MA,Berkshire
1223,42.312225,-73.110124,Becket,MA,Berkshire
1224,42.513163,-73.195743,Berkshire,MA,Berkshire
1225,42.563401,-73.153335,Cheshire,MA,Berkshire
1226,42.481119,-73.135073,Dalton,MA,Berkshire
1229,42.276338,-73.335896,Glendale,MA,Berkshire
1230,42.173192,-73.324283,Great Barrington,MA,Berkshire
1235,42.425676,-73.063012,Hinsdale,MA,Berkshire
1236,42.266496,-73.378393,Housatonic,MA,Berkshire
1237,42.547818,-73.268033,Lanesboro,MA,Berkshire
1238,42.297501,-73.230148,Lee,MA,Berkshire
1240,42.367858,-73.269763,Lenox,MA,Berkshire
1242,42.333734,-73.249199,Lenox Dale,MA,Berkshire
1243,42.350122,-73.024112,Middlefield,MA,Hampshire
1244,42.118094,-73.257497,Mill River,MA,Berkshire
1245,42.186893,-73.223105,Monterey,MA,Berkshire
1247,42.698526,-73.0843,North Adams,MA,Berkshire
1253,42.206683,-73.113214,Otis,MA,Berkshire
1254,42.382019,-73.365492,Richmond,MA,Berkshire
1255,42.107496,-73.118607,Sandisfield,MA,Berkshire
1256,42.594166,-73.02232,Savoy,MA,Berkshire
1257,42.085244,-73.367483,Sheffield,MA,Berkshire
1258,42.10928,-73.462886,South Egremont,MA,Berkshire
1259,42.075469,-73.234376,Southfield,MA,Berkshire
1260,42.295696,-73.342543,South Lee,MA,Berkshire
1262,42.292202,-73.319209,Stockbridge,MA,Berkshire
1264,42.23159,-73.202428,Tyringham,MA,Berkshire
1266,42.312354,-73.388044,West Stockbridge,MA,Berkshire
1267,42.671617,-73.246981,Williamstown,MA,Berkshire
1270,42.515272,-73.031166,Windsor,MA,Berkshire
1301,42.626761,-72.60153,Greenfield,MA,Franklin
1330,42.513947,-72.821517,Ashfield,MA,Franklin
1331,42.562408,-72.19108,Athol,MA,Worcester
1337,42.689307,-72.582249,Bernardston,MA,Franklin
1338,42.572604,-72.824306,Buckland,MA,Franklin
1339,42.603776,-72.889644,Charlemont,MA,Franklin
1340,42.694731,-72.710956,Colrain,MA,Franklin
1341,42.496937,-72.709414,Conway,MA,Franklin
1342,42.543889,-72.609458,Deerfield,MA,Franklin
1343,42.657625,-72.978933,Drury,MA,Berkshire
1344,42.613418,-72.426427,Erving,MA,Franklin
1346,42.693275,-72.823113,Heath,MA,Franklin
1347,42.559294,-72.518753,Lake Pleasant,MA,Franklin
1349,42.563061,-72.482122,Turners Falls,MA,Franklin
1350,42.727772,-72.985346,Monroe Bridge,MA,Franklin
1351,42.53988,-72.521689,Montague,MA,Franklin
1354,42.624076,-72.508643,Northfield,MA,Franklin
1355,42.458551,-72.327191,New Salem,MA,Franklin
1360,42.677091,-72.453876,Northfield,MA,Franklin
1364,42.605437,-72.292074,Orange,MA,Franklin
1366,42.475621,-72.192468,Petersham,MA,Worcester
1367,42.695532,-72.909148,Rowe,MA,Franklin
1368,42.679456,-72.176935,Royalston,MA,Worcester
1370,42.593338,-72.726941,Shelburne Falls,MA,Franklin
1373,42.475481,-72.615403,South Deerfield,MA,Franklin
1375,42.466691,-72.546751,Sunderland,MA,Franklin
1376,42.59528,-72.555002,Turners Falls,MA,Franklin
1378,42.673533,-72.353213,Warwick,MA,Franklin
1379,42.55631,-72.407148,Wendell,MA,Franklin
1420,42.584925,-71.816862,Fitchburg,MA,Worcester
1430,42.657005,-71.923442,Ashburnham,MA,Worcester
1431,42.676293,-71.832523,Ashby,MA,Middlesex
1432,42.566573,-71.575135,Ayer,MA,Middlesex
1434,42.538903,-71.612027,#N/A,#N/A,#N/A
1436,42.602059,-72.087015,Baldwinville,MA,Worcester
1438,42.562243,-72.031402,East Templeton,MA,Worcester
1440,42.584206,-71.988737,Gardner,MA,Worcester
1450,42.61176,-71.565269,Groton,MA,Middlesex
1451,42.501908,-71.568201,Harvard,MA,Worcester
1452,42.489598,-72.002878,Hubbardston,MA,Worcester
1453,42.519977,-71.763202,Leominster,MA,Worcester
1460,42.535931,-71.490569,Littleton,MA,Middlesex
1462,42.582607,-71.720464,Lunenburg,MA,Worcester
1463,42.670643,-71.602858,Pepperell,MA,Middlesex
1464,42.573654,-71.640986,Shirley,MA,Middlesex
1467,42.489646,-71.609577,Still River,MA,Worcester
1468,42.542767,-72.068345,Templeton,MA,Worcester
1469,42.664828,-71.695087,Townsend,MA,Middlesex
1473,42.5546,-71.90544,Westminster,MA,Worcester
1474,42.669685,-71.752751,West Townsend,MA,Middlesex
1475,42.66816,-72.055644,Winchendon,MA,Worcester
1501,42.198708,-71.846006,Auburn,MA,Worcester
1503,42.384929,-71.633889,Berlin,MA,Worcester
1504,42.039991,-71.532406,Blackstone,MA,Worcester
1505,42.355049,-71.716157,Boylston,MA,Worcester
1506,42.180788,-72.107891,Brookfield,MA,Worcester
1507,42.133935,-71.968025,Charlton,MA,Worcester
1510,42.411887,-71.690005,Clinton,MA,Worcester
1515,42.209682,-72.040178,East Brookfield,MA,Worcester
1516,42.053072,-71.752241,Douglas,MA,Worcester
1518,42.127477,-72.118818,Fiskdale,MA,Worcester
1519,42.203404,-71.679739,Grafton,MA,Worcester
1520,42.336372,-71.850626,Holden,MA,Worcester
1521,42.046799,-72.180144,Holland,MA,Hampden
1522,42.375634,-71.867382,Jefferson,MA,Worcester
1523,42.483569,-71.675585,Lancaster,MA,Worcester
1524,42.249603,-71.919217,Leicester,MA,Worcester
1525,42.106794,-71.630518,Linwood,MA,Worcester
1527,42.192246,-71.777649,Millbury,MA,Worcester
1529,42.036642,-71.578779,Millville,MA,Worcester
1531,42.319125,-72.130814,New Braintree,MA,Worcester
1532,42.323342,-71.646236,Northborough,MA,Worcester
1534,42.142074,-71.643348,Northbridge,MA,Worcester
1535,42.267564,-72.066876,North Brookfield,MA,Worcester
1536,42.231309,-71.692642,North Grafton,MA,Worcester
1537,42.158966,-71.897051,North Oxford,MA,Worcester
1540,42.116263,-71.857465,Oxford,MA,Worcester
1541,42.454125,-71.87754,Princeton,MA,Worcester
1542,42.204251,-71.908907,Rochdale,MA,Worcester
1543,42.388285,-71.969865,Rutland,MA,Worcester
1545,42.284767,-71.714228,Shrewsbury,MA,Worcester
1550,42.059737,-72.033908,Southbridge,MA,Worcester
1560,42.175395,-71.674223,South Grafton,MA,Worcester
1561,42.44397,-71.685583,South Lancaster,MA,Worcester
1562,42.247211,-71.991867,Spencer,MA,Worcester
1564,42.447924,-71.776045,Sterling,MA,Worcester
1566,42.103214,-72.079545,Sturbridge,MA,Worcester
1568,42.176526,-71.603588,Upton,MA,Worcester
1569,42.05593,-71.631232,Uxbridge,MA,Worcester
1570,42.047532,-71.846952,Webster,MA,Worcester
1571,42.053778,-71.935075,Dudley,MA,Worcester
1581,42.268426,-71.613309,Westborough,MA,Worcester
1583,42.369417,-71.785036,West Boylston,MA,Worcester
1585,42.240796,-72.162645,West Brookfield,MA,Worcester
1588,42.118794,-71.672494,Whitinsville,MA,Worcester
1590,42.132051,-71.750318,Sutton,MA,Worcester
1602,42.269189,-71.850728,Worcester,MA,Worcester
1603,42.243826,-71.843569,Worcester,MA,Worcester
1604,42.253254,-71.767957,Worcester,MA,Worcester
1605,42.289683,-71.787793,Worcester,MA,Worcester
1606,42.315249,-71.795741,Worcester,MA,Worcester
1607,42.225974,-71.788894,Worcester,MA,Worcester
1608,42.26198,-71.801462,Worcester,MA,Worcester
1609,42.285114,-71.829987,Worcester,MA,Worcester
1610,42.247049,-71.808366,Worcester,MA,Worcester
1611,42.237604,-71.875838,Cherry Valley,MA,Worcester
1612,42.296798,-71.928991,Paxton,MA,Worcester
1701,42.319587,-71.4428,Framingham,MA,Middlesex
1702,42.282379,-71.436621,Framingham,MA,Middlesex
1718,42.519816,-71.429283,Village Of Nagog Woods,MA,Middlesex
1719,42.485985,-71.520985,Boxborough,MA,Middlesex
1720,42.483953,-71.438495,Acton,MA,Middlesex
1721,42.257755,-71.473526,Ashland,MA,Middlesex
1730,42.499295,-71.281889,Bedford,MA,Middlesex
1731,42.456748,-71.279484,Hanscom Afb,MA,Middlesex
1740,42.439941,-71.601879,Bolton,MA,Worcester
1741,42.53662,-71.361832,Carlisle,MA,Middlesex
1742,42.462911,-71.364496,Concord,MA,Middlesex
1745,42.292114,-71.499197,Fayville,MA,Worcester
1746,42.195951,-71.45343,Holliston,MA,Middlesex
1747,42.123007,-71.531404,Hopedale,MA,Worcester
1748,42.224096,-71.540489,Hopkinton,MA,Middlesex
1749,42.389071,-71.545864,Hudson,MA,Middlesex
1752,42.349617,-71.547214,Marlborough,MA,Middlesex
1754,42.425955,-71.456256,Maynard,MA,Middlesex
1756,42.09387,-71.544519,Mendon,MA,Worcester
1757,42.158692,-71.521419,Milford,MA,Worcester
1760,42.284822,-71.348811,Natick,MA,Middlesex
1770,42.231947,-71.372963,Sherborn,MA,Middlesex
1772,42.302877,-71.530828,Southborough,MA,Worcester
1773,42.425506,-71.310812,Lincoln,MA,Middlesex
1775,42.429688,-71.512514,Stow,MA,Middlesex
1776,42.383367,-71.42107,Sudbury,MA,Middlesex
1778,42.343687,-71.381186,Wayland,MA,Middlesex
1801,42.488769,-71.154438,Woburn,MA,Middlesex
1803,42.503227,-71.201713,Burlington,MA,Middlesex
1810,42.648044,-71.161751,Andover,MA,Essex
1821,42.54933,-71.251725,Billerica,MA,Middlesex
1824,42.59079,-71.355182,Chelmsford,MA,Middlesex
1826,42.679723,-71.30068,Dracut,MA,Middlesex
1827,42.676149,-71.499772,Dunstable,MA,Middlesex
1830,42.796313,-71.053436,Haverhill,MA,Essex
1832,42.791114,-71.132859,Haverhill,MA,Essex
1833,42.727879,-70.982036,Georgetown,MA,Essex
1834,42.7539,-71.015935,Groveland,MA,Essex
1835,42.751233,-71.0943,Haverhill,MA,Essex
1840,42.706763,-71.160403,Lawrence,MA,Essex
1841,42.712015,-71.164873,Lawrence,MA,Essex
1843,42.689974,-71.160383,Lawrence,MA,Essex
1844,42.742468,-71.179218,Methuen,MA,Essex
1845,42.673909,-71.091334,North Andover,MA,Essex
1850,42.656045,-71.303309,Lowell,MA,Middlesex
1851,42.627812,-71.33533,Lowell,MA,Middlesex
1852,42.631912,-71.296025,Lowell,MA,Middlesex
1854,42.649481,-71.348229,Lowell,MA,Middlesex
1860,42.838603,-71.011997,Merrimac,MA,Essex
1862,42.578543,-71.295592,North Billerica,MA,Middlesex
1863,42.63378,-71.38947,North Chelmsford,MA,Middlesex
1864,42.578222,-71.084398,North Reading,MA,Middlesex
1867,42.535183,-71.105423,Reading,MA,Middlesex
1876,42.611801,-71.227571,Tewksbury,MA,Middlesex
1879,42.667762,-71.42882,Tyngsboro,MA,Middlesex
1880,42.501524,-71.067489,Wakefield,MA,Middlesex
1886,42.585541,-71.44025,Westford,MA,Middlesex
1887,42.564647,-71.164516,Wilmington,MA,Middlesex
1890,42.452752,-71.144319,Winchester,MA,Middlesex
1901,42.460419,-70.946379,Lynn,MA,Essex
1902,42.471039,-70.941535,Lynn,MA,Essex
1904,42.492456,-70.97393,Lynn,MA,Essex
1905,42.465998,-70.975792,Lynn,MA,Essex
1906,42.468432,-71.013946,Saugus,MA,Essex
1907,42.474145,-70.906597,Swampscott,MA,Essex
1908,42.428256,-70.926041,Nahant,MA,Essex
1913,42.851293,-70.95581,Amesbury,MA,Essex
1915,42.570665,-70.867583,Beverly,MA,Essex
1921,42.683108,-71.01833,Boxford,MA,Essex
1922,42.757313,-70.914241,Byfield,MA,Essex
1923,42.574174,-70.950516,Danvers,MA,Essex
1929,42.64042,-70.771172,Essex,MA,Essex
1930,42.61991,-70.681824,Gloucester,MA,Essex
1937,42.585723,-70.984051,Hathorne,MA,Essex
1938,42.68386,-70.842666,Ipswich,MA,Essex
1940,42.534146,-71.038333,Lynnfield,MA,Essex
1944,42.576636,-70.767154,Manchester,MA,Essex
1945,42.501835,-70.859126,Marblehead,MA,Essex
1949,42.606666,-71.010316,Middleton,MA,Essex
1950,42.812358,-70.891095,Newburyport,MA,Essex
1951,42.773351,-70.850211,Newbury,MA,Essex
1952,42.844793,-70.841476,Salisbury,MA,Essex
1960,42.534279,-70.969782,Peabody,MA,Essex
1966,42.640715,-70.620248,Rockport,MA,Essex
1969,42.720873,-70.89122,Rowley,MA,Essex
1970,42.524435,-70.870859,Salem,MA,Essex
1982,42.626223,-70.85723,South Hamilton,MA,Essex
1983,42.641379,-70.94344,Topsfield,MA,Essex
1984,42.600633,-70.883303,Wenham,MA,Essex
1985,42.799565,-70.964428,West Newbury,MA,Essex
2019,42.076682,-71.47449,Bellingham,MA,Norfolk
2021,42.175737,-71.125385,Canton,MA,Norfolk
2025,42.236423,-70.814436,Cohasset,MA,Norfolk
2026,42.246872,-71.179462,Dedham,MA,Norfolk
2030,42.23416,-71.291167,Dover,MA,Norfolk
2032,42.156882,-71.216187,East Walpole,MA,Norfolk
2035,42.061338,-71.245802,Foxboro,MA,Norfolk
2038,42.084858,-71.410571,Franklin,MA,Norfolk
2043,42.216098,-70.88127,Hingham,MA,Plymouth
2045,42.292253,-70.923919,Hull,MA,Plymouth
2047,42.133914,-70.686037,Humarock,MA,Plymouth
2048,42.017302,-71.21641,Mansfield,MA,Bristol
2050,42.115139,-70.710331,Marshfield,MA,Plymouth
2052,42.184599,-71.305307,Medfield,MA,Norfolk
2053,42.156203,-71.430345,Medway,MA,Norfolk
2054,42.173091,-71.363751,Millis,MA,Norfolk
2056,42.113655,-71.334163,Norfolk,MA,Norfolk
2061,42.164569,-70.818844,Norwell,MA,Plymouth
2062,42.18736,-71.195955,Norwood,MA,Norfolk
2066,42.202273,-70.758184,Scituate,MA,Plymouth
2067,42.1076,-71.181828,Sharon,MA,Norfolk
2071,42.103425,-71.273589,South Walpole,MA,Norfolk
2072,42.119006,-71.10365,Stoughton,MA,Norfolk
2081,42.146694,-71.270532,Walpole,MA,Norfolk
2090,42.219645,-71.216769,Westwood,MA,Norfolk
2093,42.052671,-71.356858,Wrentham,MA,Norfolk
2108,42.357768,-71.064858,Boston,MA,Suffolk
2109,42.367032,-71.050493,Boston,MA,Suffolk
2110,42.361962,-71.047846,Boston,MA,Suffolk
2111,42.350518,-71.059077,Boston,MA,Suffolk
2113,42.365331,-71.055233,Boston,MA,Suffolk
2114,42.363174,-71.068646,Boston,MA,Suffolk
2115,42.337105,-71.105696,Boston,MA,Suffolk
2116,42.350579,-71.076397,Boston,MA,Suffolk
2118,42.337582,-71.070482,Boston,MA,Suffolk
2119,42.324029,-71.085017,Boston,MA,Suffolk
2120,42.33209,-71.096545,Boston,MA,Suffolk
2121,42.306267,-71.085897,Boston,MA,Suffolk
2122,42.291413,-71.042158,Boston,MA,Suffolk
2124,42.285805,-71.070571,Boston,MA,Suffolk
2125,42.315682,-71.055555,Boston,MA,Suffolk
2126,42.274227,-71.097423,Mattapan,MA,Suffolk
2127,42.334992,-71.039093,Boston,MA,Suffolk
2128,42.361129,-71.006975,Boston,MA,Suffolk
2129,42.379657,-71.061487,Charlestown,MA,Suffolk
2130,42.309174,-71.113835,Jamaica Plain,MA,Suffolk
2131,42.284333,-71.126228,Roslindale,MA,Suffolk
2132,42.280455,-71.162017,West Roxbury,MA,Suffolk
2134,42.358016,-71.128608,Allston,MA,Suffolk
2135,42.349688,-71.153964,Brighton,MA,Suffolk
2136,42.255083,-71.12922,Hyde Park,MA,Suffolk
2138,42.379637,-71.135152,Cambridge,MA,Middlesex
2139,42.362986,-71.103353,Cambridge,MA,Middlesex
2140,42.392157,-71.133996,Cambridge,MA,Middlesex
2141,42.3703,-71.08256,Cambridge,MA,Middlesex
2142,42.361471,-71.081994,Cambridge,MA,Middlesex
